species,assembly_type,software,field,operator,value,special_field
Moraxella catarrhalis,all,Speciator,confidence,regex,^good$,
Moraxella catarrhalis,all,Speciator,genusName,regex,^Moraxella,
Moraxella catarrhalis,all,Speciator,speciesName,regex,^Moraxella catarrhalis,species_field
Moraxella catarrhalis,all,Sylph,number_of_genomes,=,1,
Moraxella catarrhalis,all,Sylph,species_name,regex,^Moraxella catarrhalis,species_field
Moraxella catarrhalis,short,Ariba,percent,=,100,
Moraxella catarrhalis,short,Checkm,# contigs,<=,70,
Moraxella catarrhalis,short,Checkm,N50 (scaffolds),>=,134000,
Moraxella catarrhalis,short,Quast,# contigs (>= 0 bp),<=,70,
Moraxella catarrhalis,short,Quast,N50,>=,134000,
Mycobacterium abscessus,all,Checkm,Completeness,>=,96,
Mycobacterium abscessus,all,Checkm,Contamination,<=,3,
Mycobacterium abscessus,all,Checkm,GC,<=,64.33,
Mycobacterium abscessus,all,Checkm,GC,>=,63.91,
Mycobacterium abscessus,all,Checkm,Genome size (bp),<=,5600000,
Mycobacterium abscessus,all,Checkm,Genome size (bp),>=,4600000,
Mycobacterium abscessus,all,Checkm,Marker lineage,regex,^Mycobacterium abscessus,species_field
Mycobacterium abscessus,all,Quast,GC (%),<=,64.33,
Mycobacterium abscessus,all,Quast,GC (%),>=,63.91,
Mycobacterium abscessus,all,Quast,Ns per 100 kbp,<=,1000,
Mycobacterium abscessus,all,Quast,Total length (>= 0 bp),<=,5600000,
Mycobacterium abscessus,all,Quast,Total length (>= 0 bp),>=,4600000,
Mycobacterium abscessus,all,Speciator,confidence,regex,^good$,
Mycobacterium abscessus,all,Speciator,genusName,regex,^Mycobacterium,
Mycobacterium abscessus,all,Speciator,speciesName,regex,^Mycobacterium abscessus,species_field
Mycobacterium abscessus,all,Sylph,number_of_genomes,=,1,
Mycobacterium abscessus,all,Sylph,species_name,regex,^Mycobacterium abscessus,species_field
Mycobacterium abscessus,short,Ariba,percent,=,100,
Mycobacterium abscessus,short,Checkm,# contigs,<=,180,
Mycobacterium abscessus,short,Checkm,N50 (scaffolds),>=,74000,
Mycobacterium abscessus,short,Quast,# contigs (>= 0 bp),<=,180,
Mycobacterium abscessus,short,Quast,N50,>=,74000,
Mycobacterium avium,all,Checkm,Completeness,>=,93,
Mycobacterium avium,all,Checkm,Contamination,<=,8,
Mycobacterium avium,all,Checkm,GC,<=,69.41,
Mycobacterium avium,all,Checkm,GC,>=,68.55,
Mycobacterium avium,all,Checkm,Genome size (bp),<=,5900000,
Mycobacterium avium,all,Checkm,Genome size (bp),>=,4700000,
Mycobacterium avium,all,Checkm,Marker lineage,regex,^Mycobacterium avium,species_field
Mycobacterium avium,all,Quast,GC (%),<=,69.41,
Mycobacterium avium,all,Quast,GC (%),>=,68.55,
Mycobacterium avium,all,Quast,Ns per 100 kbp,<=,1000,
Mycobacterium avium,all,Quast,Total length (>= 0 bp),<=,5900000,
Mycobacterium avium,all,Quast,Total length (>= 0 bp),>=,4700000,
Mycobacterium avium,all,Speciator,confidence,regex,^good$,
Mycobacterium avium,all,Speciator,genusName,regex,^Mycobacterium,
Mycobacterium avium,all,Speciator,speciesName,regex,^Mycobacterium avium,species_field
Mycobacterium avium,all,Sylph,number_of_genomes,=,1,
Mycobacterium avium,all,Sylph,species_name,regex,^Mycobacterium avium,species_field
Mycobacterium avium,short,Ariba,percent,=,100,
Mycobacterium avium,short,Checkm,# contigs,<=,510,
Mycobacterium avium,short,Checkm,N50 (scaffolds),>=,19000,
Mycobacterium avium,short,Quast,# contigs (>= 0 bp),<=,510,
Mycobacterium avium,short,Quast,N50,>=,19000,
Mycobacterium intracellulare,all,Checkm,Completeness,>=,94,
Mycobacterium intracellulare,all,Checkm,Contamination,<=,13,
Mycobacterium intracellulare,all,Checkm,GC,<=,68.23,
Mycobacterium intracellulare,all,Checkm,GC,>=,67.19,
Mycobacterium intracellulare,all,Checkm,Genome size (bp),<=,7200000,
Mycobacterium intracellulare,all,Checkm,Genome size (bp),>=,5200000,
Mycobacterium intracellulare,all,Checkm,Marker lineage,regex,^Mycobacterium intracellulare,species_field
Mycobacterium intracellulare,all,Quast,GC (%),<=,68.23,
Mycobacterium intracellulare,all,Quast,GC (%),>=,67.19,
Mycobacterium intracellulare,all,Quast,Ns per 100 kbp,<=,1000,
Mycobacterium intracellulare,all,Quast,Total length (>= 0 bp),<=,7200000,
Mycobacterium intracellulare,all,Quast,Total length (>= 0 bp),>=,5200000,
Mycobacterium intracellulare,all,Speciator,confidence,regex,^good$,
Mycobacterium intracellulare,all,Speciator,genusName,regex,^Mycobacterium,
Mycobacterium intracellulare,all,Speciator,speciesName,regex,^Mycobacterium intracellulare,species_field
Mycobacterium intracellulare,all,Sylph,number_of_genomes,=,1,
Mycobacterium intracellulare,all,Sylph,species_name,regex,^Mycobacterium intracellulare,species_field
Mycobacterium intracellulare,short,Ariba,percent,=,100,
Mycobacterium intracellulare,short,Checkm,# contigs,<=,390,
Mycobacterium intracellulare,short,Checkm,N50 (scaffolds),>=,35000,
Mycobacterium intracellulare,short,Quast,# contigs (>= 0 bp),<=,390,
Mycobacterium intracellulare,short,Quast,N50,>=,35000,
Mycobacterium marinum,all,Checkm,Completeness,>=,97,
Mycobacterium marinum,all,Checkm,Contamination,<=,3,
Mycobacterium marinum,all,Checkm,GC,<=,65.8,
Mycobacterium marinum,all,Checkm,GC,>=,65.49,
Mycobacterium marinum,all,Checkm,Genome size (bp),<=,6700000,
Mycobacterium marinum,all,Checkm,Genome size (bp),>=,5200000,
Mycobacterium marinum,all,Checkm,Marker lineage,regex,^Mycobacterium marinum,species_field
Mycobacterium marinum,all,Quast,GC (%),<=,65.8,
Mycobacterium marinum,all,Quast,GC (%),>=,65.49,
Mycobacterium marinum,all,Quast,Ns per 100 kbp,<=,1000,
Mycobacterium marinum,all,Quast,Total length (>= 0 bp),<=,6700000,
Mycobacterium marinum,all,Quast,Total length (>= 0 bp),>=,5200000,
Mycobacterium marinum,all,Speciator,confidence,regex,^good$,
Mycobacterium marinum,all,Speciator,genusName,regex,^Mycobacterium,
Mycobacterium marinum,all,Speciator,speciesName,regex,^Mycobacterium marinum,species_field
Mycobacterium marinum,all,Sylph,number_of_genomes,=,1,
Mycobacterium marinum,all,Sylph,species_name,regex,^Mycobacterium marinum,species_field
Mycobacterium marinum,short,Ariba,percent,=,100,
Mycobacterium marinum,short,Checkm,# contigs,<=,620,
Mycobacterium marinum,short,Checkm,N50 (scaffolds),>=,22000,
Mycobacterium marinum,short,Quast,# contigs (>= 0 bp),<=,620,
Mycobacterium marinum,short,Quast,N50,>=,22000,
Mycobacterium tuberculosis,all,Checkm,Completeness,>=,95,
Mycobacterium tuberculosis,all,Checkm,Contamination,<=,3,
Mycobacterium tuberculosis,all,Checkm,GC,<=,65.66,
Mycobacterium tuberculosis,all,Checkm,GC,>=,65.21,
Mycobacterium tuberculosis,all,Checkm,Genome size (bp),<=,4600000,
Mycobacterium tuberculosis,all,Checkm,Genome size (bp),>=,4200000,
Mycobacterium tuberculosis,all,Checkm,Marker lineage,regex,^Mycobacterium tuberculosis,species_field
Mycobacterium tuberculosis,all,Quast,GC (%),<=,65.66,
Mycobacterium tuberculosis,all,Quast,GC (%),>=,65.21,
Mycobacterium tuberculosis,all,Quast,Ns per 100 kbp,<=,1000,
Mycobacterium tuberculosis,all,Quast,Total length (>= 0 bp),<=,4600000,
Mycobacterium tuberculosis,all,Quast,Total length (>= 0 bp),>=,4200000,
Mycobacterium tuberculosis,all,Speciator,confidence,regex,^good$,
Mycobacterium tuberculosis,all,Speciator,genusName,regex,^Mycobacterium,
Mycobacterium tuberculosis,all,Speciator,speciesName,regex,^Mycobacterium tuberculosis,species_field
Mycobacterium tuberculosis,all,Sylph,number_of_genomes,=,1,
Mycobacterium tuberculosis,all,Sylph,species_name,regex,^Mycobacterium tuberculosis,species_field
Mycobacterium tuberculosis,short,Ariba,percent,=,100,
Mycobacterium tuberculosis,short,Checkm,# contigs,<=,310,
Mycobacterium tuberculosis,short,Checkm,N50 (scaffolds),>=,34000,
Mycobacterium tuberculosis,short,Quast,# contigs (>= 0 bp),<=,310,
Mycobacterium tuberculosis,short,Quast,N50,>=,34000,
Mycoplasmopsis bovis,all,Checkm,Completeness,>=,91,
Mycoplasmopsis bovis,all,Checkm,Contamination,<=,9,
Mycoplasmopsis bovis,all,Checkm,GC,<=,29.64,
Mycoplasmopsis bovis,all,Checkm,GC,>=,28.99,
Mycoplasmopsis bovis,all,Checkm,Genome size (bp),<=,1200000,
Mycoplasmopsis bovis,all,Checkm,Genome size (bp),>=,800000,
Mycoplasmopsis bovis,all,Checkm,Marker lineage,regex,^Mycoplasmopsis bovis,species_field
Mycoplasmopsis bovis,all,Quast,GC (%),<=,29.64,
Mycoplasmopsis bovis,all,Quast,GC (%),>=,28.99,
Mycoplasmopsis bovis,all,Quast,Ns per 100 kbp,<=,1000,
Mycoplasmopsis bovis,all,Quast,Total length (>= 0 bp),<=,1200000,
Mycoplasmopsis bovis,all,Quast,Total length (>= 0 bp),>=,800000,
Mycoplasmopsis bovis,all,Speciator,confidence,regex,^good$,
Mycoplasmopsis bovis,all,Speciator,genusName,regex,^Mycoplasmopsis,
Mycoplasmopsis bovis,all,Speciator,speciesName,regex,^Mycoplasmopsis bovis,species_field
Mycoplasmopsis bovis,all,Sylph,number_of_genomes,=,1,
Mycoplasmopsis bovis,all,Sylph,species_name,regex,^Mycoplasmopsis bovis,species_field
Mycoplasmopsis bovis,short,Ariba,percent,=,100,
Mycoplasmopsis bovis,short,Checkm,# contigs,<=,270,
Mycoplasmopsis bovis,short,Checkm,N50 (scaffolds),>=,8000,
Mycoplasmopsis bovis,short,Quast,# contigs (>= 0 bp),<=,270,
Mycoplasmopsis bovis,short,Quast,N50,>=,8000,
Neisseria gonorrhoeae,all,Checkm,Completeness,>=,96,
Neisseria gonorrhoeae,all,Checkm,Contamination,<=,3,
Neisseria gonorrhoeae,all,Checkm,GC,<=,52.75,
Neisseria gonorrhoeae,all,Checkm,GC,>=,52.06,
Neisseria gonorrhoeae,all,Checkm,Genome size (bp),<=,2400000,
Neisseria gonorrhoeae,all,Checkm,Genome size (bp),>=,2000000,
Neisseria gonorrhoeae,all,Checkm,Marker lineage,regex,^Neisseria gonorrhoeae,species_field
Neisseria gonorrhoeae,all,Quast,GC (%),<=,52.75,
Neisseria gonorrhoeae,all,Quast,GC (%),>=,52.06,
Neisseria gonorrhoeae,all,Quast,Ns per 100 kbp,<=,1000,
Neisseria gonorrhoeae,all,Quast,Total length (>= 0 bp),<=,2400000,
Neisseria gonorrhoeae,all,Quast,Total length (>= 0 bp),>=,2000000,
Neisseria gonorrhoeae,all,Speciator,confidence,regex,^good$,
Neisseria gonorrhoeae,all,Speciator,genusName,regex,^Neisseria,
Neisseria gonorrhoeae,all,Speciator,speciesName,regex,^Neisseria gonorrhoeae,species_field
Neisseria gonorrhoeae,all,Sylph,number_of_genomes,=,1,
Neisseria gonorrhoeae,all,Sylph,species_name,regex,^Neisseria gonorrhoeae,species_field
Neisseria gonorrhoeae,short,Ariba,percent,=,100,
Neisseria gonorrhoeae,short,Checkm,# contigs,<=,230,
Neisseria gonorrhoeae,short,Checkm,N50 (scaffolds),>=,25000,
Neisseria gonorrhoeae,short,Quast,# contigs (>= 0 bp),<=,230,
Neisseria gonorrhoeae,short,Quast,N50,>=,25000,
Neisseria lactamica,all,Checkm,Completeness,>=,99,
Neisseria lactamica,all,Checkm,Contamination,<=,3,
Neisseria lactamica,all,Checkm,GC,<=,52.63,
Neisseria lactamica,all,Checkm,GC,>=,51.91,
Neisseria lactamica,all,Checkm,Genome size (bp),<=,2400000,
Neisseria lactamica,all,Checkm,Genome size (bp),>=,2100000,
Neisseria lactamica,all,Checkm,Marker lineage,regex,^Neisseria lactamica,species_field
Neisseria lactamica,all,Quast,GC (%),<=,52.63,
Neisseria lactamica,all,Quast,GC (%),>=,51.91,
Neisseria lactamica,all,Quast,Ns per 100 kbp,<=,1000,
Neisseria lactamica,all,Quast,Total length (>= 0 bp),<=,2400000,
Neisseria lactamica,all,Quast,Total length (>= 0 bp),>=,2100000,
Neisseria lactamica,all,Speciator,confidence,regex,^good$,
Neisseria lactamica,all,Speciator,genusName,regex,^Neisseria,
Neisseria lactamica,all,Speciator,speciesName,regex,^Neisseria lactamica,species_field
Neisseria lactamica,all,Sylph,number_of_genomes,=,1,
Neisseria lactamica,all,Sylph,species_name,regex,^Neisseria lactamica,species_field
Neisseria lactamica,short,Ariba,percent,=,100,
Neisseria lactamica,short,Checkm,# contigs,<=,120,
Neisseria lactamica,short,Checkm,N50 (scaffolds),>=,59000,
Neisseria lactamica,short,Quast,# contigs (>= 0 bp),<=,120,
Neisseria lactamica,short,Quast,N50,>=,59000,
Neisseria meningitidis,all,Checkm,Completeness,>=,96,
Neisseria meningitidis,all,Checkm,Contamination,<=,4,
Neisseria meningitidis,all,Checkm,GC,<=,54,
Neisseria meningitidis,all,Checkm,GC,>=,50,
Neisseria meningitidis,all,Checkm,Genome size (bp),<=,2300000,
Neisseria meningitidis,all,Checkm,Genome size (bp),>=,1800000,
Neisseria meningitidis,all,Checkm,Marker lineage,regex,^Neisseria meningitidis,species_field
Neisseria meningitidis,all,Quast,GC (%),<=,54,
Neisseria meningitidis,all,Quast,GC (%),>=,50,
Neisseria meningitidis,all,Quast,Ns per 100 kbp,<=,1000,
Neisseria meningitidis,all,Quast,Total length (>= 0 bp),<=,2300000,
Neisseria meningitidis,all,Quast,Total length (>= 0 bp),>=,1800000,
Neisseria meningitidis,all,Speciator,confidence,regex,^good$,
Neisseria meningitidis,all,Speciator,genusName,regex,^Neisseria,
Neisseria meningitidis,all,Speciator,speciesName,regex,^Neisseria meningitidis,species_field
Neisseria meningitidis,all,Sylph,number_of_genomes,=,1,
Neisseria meningitidis,all,Sylph,species_name,regex,^Neisseria meningitidis,species_field
Neisseria meningitidis,short,Ariba,percent,=,100,
Neisseria meningitidis,short,Checkm,# contigs,<=,340,
Neisseria meningitidis,short,Checkm,N50 (scaffolds),>=,16000,
Neisseria meningitidis,short,Quast,# contigs (>= 0 bp),<=,340,
Neisseria meningitidis,short,Quast,N50,>=,16000,
Paenibacillus larvae,all,Checkm,Completeness,>=,86,
Paenibacillus larvae,all,Checkm,Contamination,<=,4,
Paenibacillus larvae,all,Checkm,GC,<=,45.01,
Paenibacillus larvae,all,Checkm,GC,>=,43.77,
Paenibacillus larvae,all,Checkm,Genome size (bp),<=,4800000,
Paenibacillus larvae,all,Checkm,Genome size (bp),>=,3600000,
Paenibacillus larvae,all,Checkm,Marker lineage,regex,^Paenibacillus larvae,species_field
Paenibacillus larvae,all,Quast,GC (%),<=,45.01,
Paenibacillus larvae,all,Quast,GC (%),>=,43.77,
Paenibacillus larvae,all,Quast,Ns per 100 kbp,<=,1000,
Paenibacillus larvae,all,Quast,Total length (>= 0 bp),<=,4800000,
Paenibacillus larvae,all,Quast,Total length (>= 0 bp),>=,3600000,
Paenibacillus larvae,all,Speciator,confidence,regex,^good$,
Paenibacillus larvae,all,Speciator,genusName,regex,^Paenibacillus,
Paenibacillus larvae,all,Speciator,speciesName,regex,^Paenibacillus larvae,species_field
Paenibacillus larvae,all,Sylph,number_of_genomes,=,1,
Paenibacillus larvae,all,Sylph,species_name,regex,^Paenibacillus larvae,species_field
Paenibacillus larvae,short,Ariba,percent,=,100,
Paenibacillus larvae,short,Checkm,# contigs,<=,790,
Paenibacillus larvae,short,Checkm,N50 (scaffolds),>=,21000,
Paenibacillus larvae,short,Quast,# contigs (>= 0 bp),<=,790,
Paenibacillus larvae,short,Quast,N50,>=,21000,
Parabacteroides distasonis,all,Checkm,Completeness,>=,91,
Parabacteroides distasonis,all,Checkm,Contamination,<=,4,
Parabacteroides distasonis,all,Checkm,GC,<=,45.58,
Parabacteroides distasonis,all,Checkm,GC,>=,44.77,
Parabacteroides distasonis,all,Checkm,Genome size (bp),<=,5700000,
Parabacteroides distasonis,all,Checkm,Genome size (bp),>=,4700000,
Parabacteroides distasonis,all,Checkm,Marker lineage,regex,^Parabacteroides distasonis,species_field
Parabacteroides distasonis,all,Quast,GC (%),<=,45.58,
Parabacteroides distasonis,all,Quast,GC (%),>=,44.77,
Parabacteroides distasonis,all,Quast,Ns per 100 kbp,<=,1000,
Parabacteroides distasonis,all,Quast,Total length (>= 0 bp),<=,5700000,
Parabacteroides distasonis,all,Quast,Total length (>= 0 bp),>=,4700000,
Parabacteroides distasonis,all,Speciator,confidence,regex,^good$,
Parabacteroides distasonis,all,Speciator,genusName,regex,^Parabacteroides,
Parabacteroides distasonis,all,Speciator,speciesName,regex,^Parabacteroides distasonis,species_field
Parabacteroides distasonis,all,Sylph,number_of_genomes,=,1,
Parabacteroides distasonis,all,Sylph,species_name,regex,^Parabacteroides distasonis,species_field
Parabacteroides distasonis,short,Ariba,percent,=,100,
Parabacteroides distasonis,short,Checkm,# contigs,<=,340,
Parabacteroides distasonis,short,Checkm,N50 (scaffolds),>=,33000,
Parabacteroides distasonis,short,Quast,# contigs (>= 0 bp),<=,340,
Parabacteroides distasonis,short,Quast,N50,>=,33000,
Pasteurella multocida,all,Checkm,Completeness,>=,90,
Pasteurella multocida,all,Checkm,Contamination,<=,3,
Pasteurella multocida,all,Checkm,GC,<=,40.87,
Pasteurella multocida,all,Checkm,GC,>=,40.08,
Pasteurella multocida,all,Checkm,Genome size (bp),<=,2800000,
Pasteurella multocida,all,Checkm,Genome size (bp),>=,2100000,
Pasteurella multocida,all,Checkm,Marker lineage,regex,^Pasteurella multocida,species_field
Pasteurella multocida,all,Quast,GC (%),<=,40.87,
Pasteurella multocida,all,Quast,GC (%),>=,40.08,
Pasteurella multocida,all,Quast,Ns per 100 kbp,<=,1000,
Pasteurella multocida,all,Quast,Total length (>= 0 bp),<=,2800000,
Pasteurella multocida,all,Quast,Total length (>= 0 bp),>=,2100000,
Pasteurella multocida,all,Speciator,confidence,regex,^good$,
Pasteurella multocida,all,Speciator,genusName,regex,^Pasteurella,
Pasteurella multocida,all,Speciator,speciesName,regex,^Pasteurella multocida,species_field
Pasteurella multocida,all,Sylph,number_of_genomes,=,1,
Pasteurella multocida,all,Sylph,species_name,regex,^Pasteurella multocida,species_field
Pasteurella multocida,short,Ariba,percent,=,100,
Pasteurella multocida,short,Checkm,# contigs,<=,180,
Pasteurella multocida,short,Checkm,N50 (scaffolds),>=,26000,
Pasteurella multocida,short,Quast,# contigs (>= 0 bp),<=,180,
Pasteurella multocida,short,Quast,N50,>=,26000,
Proteus mirabilis,all,Checkm,Completeness,>=,86,
Proteus mirabilis,all,Checkm,Contamination,<=,12,
Proteus mirabilis,all,Checkm,GC,<=,39.74,
Proteus mirabilis,all,Checkm,GC,>=,38.38,
Proteus mirabilis,all,Checkm,Genome size (bp),<=,4600000,
Proteus mirabilis,all,Checkm,Genome size (bp),>=,3700000,
Proteus mirabilis,all,Checkm,Marker lineage,regex,^Proteus mirabilis,species_field
Proteus mirabilis,all,Quast,GC (%),<=,39.74,
Proteus mirabilis,all,Quast,GC (%),>=,38.38,
Proteus mirabilis,all,Quast,Ns per 100 kbp,<=,1000,
Proteus mirabilis,all,Quast,Total length (>= 0 bp),<=,4600000,
Proteus mirabilis,all,Quast,Total length (>= 0 bp),>=,3700000,
Proteus mirabilis,all,Speciator,confidence,regex,^good$,
Proteus mirabilis,all,Speciator,genusName,regex,^Proteus,
Proteus mirabilis,all,Speciator,speciesName,regex,^Proteus mirabilis,species_field
Proteus mirabilis,all,Sylph,number_of_genomes,=,1,
Proteus mirabilis,all,Sylph,species_name,regex,^Proteus mirabilis,species_field
Proteus mirabilis,short,Ariba,percent,=,100,
Proteus mirabilis,short,Checkm,# contigs,<=,310,
Proteus mirabilis,short,Checkm,N50 (scaffolds),>=,28000,
Proteus mirabilis,short,Quast,# contigs (>= 0 bp),<=,310,
Proteus mirabilis,short,Quast,N50,>=,28000,
Pseudomonas aeruginosa,all,Checkm,Completeness,>=,94,
Pseudomonas aeruginosa,all,Checkm,Contamination,<=,7,
Pseudomonas aeruginosa,all,Checkm,GC,<=,66.69,
Pseudomonas aeruginosa,all,Checkm,GC,>=,65.15,
Pseudomonas aeruginosa,all,Checkm,Genome size (bp),<=,7800000,
Pseudomonas aeruginosa,all,Checkm,Genome size (bp),>=,6000000,
Pseudomonas aeruginosa,all,Checkm,Marker lineage,regex,^Pseudomonas aeruginosa,species_field
Pseudomonas aeruginosa,all,Quast,GC (%),<=,66.69,
Pseudomonas aeruginosa,all,Quast,GC (%),>=,65.15,
Pseudomonas aeruginosa,all,Quast,Ns per 100 kbp,<=,1000,
Pseudomonas aeruginosa,all,Quast,Total length (>= 0 bp),<=,7800000,
Pseudomonas aeruginosa,all,Quast,Total length (>= 0 bp),>=,6000000,
Pseudomonas aeruginosa,all,Speciator,confidence,regex,^good$,
Pseudomonas aeruginosa,all,Speciator,genusName,regex,^Pseudomonas,
Pseudomonas aeruginosa,all,Speciator,speciesName,regex,^Pseudomonas aeruginosa,species_field
Pseudomonas aeruginosa,all,Sylph,number_of_genomes,=,1,
Pseudomonas aeruginosa,all,Sylph,species_name,regex,^Pseudomonas aeruginosa,species_field
Pseudomonas aeruginosa,short,Ariba,percent,=,100,
Pseudomonas aeruginosa,short,Checkm,# contigs,<=,430,
Pseudomonas aeruginosa,short,Checkm,N50 (scaffolds),>=,42000,
Pseudomonas aeruginosa,short,Quast,# contigs (>= 0 bp),<=,430,
Pseudomonas aeruginosa,short,Quast,N50,>=,42000,
Pseudomonas marginalis,all,Checkm,Completeness,>=,99,
Pseudomonas marginalis,all,Checkm,Contamination,<=,8,
Pseudomonas marginalis,all,Checkm,GC,<=,61.04,
Pseudomonas marginalis,all,Checkm,GC,>=,59.85,
Pseudomonas marginalis,all,Checkm,Genome size (bp),<=,7600000,
Pseudomonas marginalis,all,Checkm,Genome size (bp),>=,6500000,
Pseudomonas marginalis,all,Checkm,Marker lineage,regex,^Pseudomonas marginalis,species_field
Pseudomonas marginalis,all,Quast,GC (%),<=,61.04,
Pseudomonas marginalis,all,Quast,GC (%),>=,59.85,
Pseudomonas marginalis,all,Quast,Ns per 100 kbp,<=,1000,
Pseudomonas marginalis,all,Quast,Total length (>= 0 bp),<=,7600000,
Pseudomonas marginalis,all,Quast,Total length (>= 0 bp),>=,6500000,
Pseudomonas marginalis,all,Speciator,confidence,regex,^good$,
Pseudomonas marginalis,all,Speciator,genusName,regex,^Pseudomonas,
Pseudomonas marginalis,all,Speciator,speciesName,regex,^Pseudomonas marginalis,species_field
Pseudomonas marginalis,all,Sylph,number_of_genomes,=,1,
Pseudomonas marginalis,all,Sylph,species_name,regex,^Pseudomonas marginalis,species_field
Pseudomonas marginalis,short,Ariba,percent,=,100,
Pseudomonas marginalis,short,Checkm,# contigs,<=,350,
Pseudomonas marginalis,short,Checkm,N50 (scaffolds),>=,34000,
Pseudomonas marginalis,short,Quast,# contigs (>= 0 bp),<=,350,
Pseudomonas marginalis,short,Quast,N50,>=,34000,
Salmonella arizonae,all,Checkm,Completeness,>=,97,
Salmonella arizonae,all,Checkm,Contamination,<=,7,
Salmonella arizonae,all,Checkm,GC,<=,51.57,
Salmonella arizonae,all,Checkm,GC,>=,51.16,
Salmonella arizonae,all,Checkm,Genome size (bp),<=,5600000,
Salmonella arizonae,all,Checkm,Genome size (bp),>=,4400000,
Salmonella arizonae,all,Checkm,Marker lineage,regex,^Salmonella arizonae,species_field
Salmonella arizonae,all,Quast,GC (%),<=,51.57,
Salmonella arizonae,all,Quast,GC (%),>=,51.16,
Salmonella arizonae,all,Quast,Ns per 100 kbp,<=,1000,
Salmonella arizonae,all,Quast,Total length (>= 0 bp),<=,5600000,
Salmonella arizonae,all,Quast,Total length (>= 0 bp),>=,4400000,
Salmonella arizonae,all,Speciator,confidence,regex,^good$,
Salmonella arizonae,all,Speciator,genusName,regex,^Salmonella,
Salmonella arizonae,all,Speciator,speciesName,regex,^Salmonella arizonae,species_field
Salmonella arizonae,all,Sylph,number_of_genomes,=,1,
Salmonella arizonae,all,Sylph,species_name,regex,^Salmonella arizonae,species_field
Salmonella arizonae,short,Ariba,percent,=,100,
Salmonella arizonae,short,Checkm,# contigs,<=,200,
Salmonella arizonae,short,Checkm,N50 (scaffolds),>=,69000,
Salmonella arizonae,short,Quast,# contigs (>= 0 bp),<=,200,
Salmonella arizonae,short,Quast,N50,>=,69000,
Salmonella enterica,all,Checkm,Completeness,>=,96,
Salmonella enterica,all,Checkm,Contamination,<=,8,
Salmonella enterica,all,Checkm,GC,<=,52.38,
Salmonella enterica,all,Checkm,GC,>=,51.12,
Salmonella enterica,all,Checkm,Genome size (bp),<=,5900000,
Salmonella enterica,all,Checkm,Genome size (bp),>=,4400000,
Salmonella enterica,all,Checkm,Marker lineage,regex,^Salmonella enterica,species_field
Salmonella enterica,all,Quast,GC (%),<=,52.38,
Salmonella enterica,all,Quast,GC (%),>=,51.12,
Salmonella enterica,all,Quast,Ns per 100 kbp,<=,1000,
Salmonella enterica,all,Quast,Total length (>= 0 bp),<=,5900000,
Salmonella enterica,all,Quast,Total length (>= 0 bp),>=,4400000,
Salmonella enterica,all,Speciator,confidence,regex,^good$,
Salmonella enterica,all,Speciator,genusName,regex,^Salmonella,
Salmonella enterica,all,Speciator,speciesName,regex,^Salmonella enterica,species_field
Salmonella enterica,all,Sylph,number_of_genomes,=,1,
Salmonella enterica,all,Sylph,species_name,regex,^Salmonella enterica,species_field
Salmonella enterica,short,Ariba,percent,=,100,
Salmonella enterica,short,Checkm,# contigs,<=,190,
Salmonella enterica,short,Checkm,N50 (scaffolds),>=,64000,
Salmonella enterica,short,Quast,# contigs (>= 0 bp),<=,190,
Salmonella enterica,short,Quast,N50,>=,64000,
Salmonella houtenae,all,Checkm,Completeness,>=,96.38,
Salmonella houtenae,all,Checkm,Contamination,<=,3.74,
Salmonella houtenae,all,Checkm,GC,<=,52,
Salmonella houtenae,all,Checkm,GC,>=,52,
Salmonella houtenae,all,Checkm,Genome size (bp),<=,5100000,
Salmonella houtenae,all,Checkm,Genome size (bp),>=,4500000,
Salmonella houtenae,all,Checkm,Marker lineage,regex,^Salmonella houtenae,species_field
Salmonella houtenae,all,Quast,GC (%),<=,52,
Salmonella houtenae,all,Quast,GC (%),>=,52,
Salmonella houtenae,all,Quast,Ns per 100 kbp,<=,1000,
Salmonella houtenae,all,Quast,Total length (>= 0 bp),<=,5100000,
Salmonella houtenae,all,Quast,Total length (>= 0 bp),>=,4500000,
Salmonella houtenae,all,Speciator,confidence,regex,^good$,
Salmonella houtenae,all,Speciator,genusName,regex,^Salmonella,
Salmonella houtenae,all,Speciator,speciesName,regex,^Salmonella houtenae,species_field
Salmonella houtenae,all,Sylph,number_of_genomes,=,1,
Salmonella houtenae,all,Sylph,species_name,regex,^Salmonella houtenae,species_field
Salmonella houtenae,short,Ariba,percent,=,100,
Salmonella houtenae,short,Checkm,# contigs,<=,400,
Salmonella houtenae,short,Checkm,N50 (scaffolds),>=,36000,
Salmonella houtenae,short,Quast,# contigs (>= 0 bp),<=,400,
Salmonella houtenae,short,Quast,N50,>=,36000,
Serratia marcescens,all,Checkm,Completeness,>=,90,
Serratia marcescens,all,Checkm,Contamination,<=,9,
Serratia marcescens,all,Checkm,GC,<=,60.22,
Serratia marcescens,all,Checkm,GC,>=,58.47,
Serratia marcescens,all,Checkm,Genome size (bp),<=,5900000,
Serratia marcescens,all,Checkm,Genome size (bp),>=,4800000,
Serratia marcescens,all,Checkm,Marker lineage,regex,^Serratia marcescens,species_field
Serratia marcescens,all,Quast,GC (%),<=,60.22,
Serratia marcescens,all,Quast,GC (%),>=,58.47,
Serratia marcescens,all,Quast,Ns per 100 kbp,<=,1000,
